MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368256500,2023-01-19T00:00:03,29.69793,-89.98119,0,48.4,511,JOSEPHINE CLAIR,,WDM9642,31,Under way using its engine,20,8,2.4,31,A
367119980,2023-01-19T00:00:04,48.75573,-122.50301,0,7.8,511,LAUREN L KAPP,,WDD2792,30,Under way using its engine,21,,,30,A
357396000,2023-01-19T00:00:04,30.50023,-88.01973,10.2,354.1,352,NAVIOS LA PAIX,IMO9678329,3EZP9,70,Under way using its engine,199,32,13,70,A
367664870,2023-01-19T00:00:06,35.08235,-90.14219,0,296.9,511,JOY WEPFER,,WDH9126,31,Under way using its engine,16,,,31,A
367104070,2023-01-19T00:00:08,34.14825,-119.20219,0,143.5,511,PATRICK,IMO8982541,WDC9572,60,Under way using its engine,31,6,,60,A
367533950,2023-01-19T00:00:08,37.91297,-122.35166,0,360,511,EMPRESS,IMO8968284,WDG4191,60,Under way using its engine,24,6,,99,A
368255020,2023-01-19T00:00:01,30.49109,-91.19281,0,307.8,0,WALTER E. BLESSEY JR,,WDM9687,57,Under way using its engine,31,10,2.9,57,A
367504960,2023-01-19T00:00:08,29.79044,-95.0642,0,265,43,NATCHEZ EXPRESS,,WDF9419,31,Power-driven vessel pushing ahead/towing alongside,26,9,,57,A
367092740,2023-01-19T00:00:01,29.68538,-91.15266,0,360,511,MR DEAN,IMO8644383,WDC8768,31,Undefined,30,10,4,31,A
366939820,2023-01-19T00:00:00,40.68104,-74.1469,0,309.1,37,MARGARET MORAN,IMO7908158,WQZ6557,31,Under way using its engine,30,9,3.9,52,A
367583480,2023-01-19T00:00:02,30.04967,-90.57881,2.5,267.4,258,MARY ROBERTS,,WDG9020,31,Under way using its engine,26,9,,57,A
367572390,2023-01-19T00:00:03,32.64887,-117.22609,6.4,188.8,186,A N TILLETT,IMO7829364,WDG7941,31,Under way using its engine,21,7,,31,A
366772760,2023-01-19T00:00:03,47.60797,-122.49046,12.5,143,140,WSF TACOMA,IMO9133977,WCX9244,60,Under way using its engine,138,27,5.3,60,A
368282780,2023-01-19T00:00:00,33.72593,-118.27544,0,241.8,511,PACIFIC ALLIANCE,,WDN4634,90,Moored (tied to another object to limit free movement),24,8,3,90,A
368085190,2023-01-19T00:00:01,30.34036,-88.50712,0,317.9,359,MARTIN,,WDK7522,57,Power-driven vessel pushing ahead/towing alongside,207,18,3.1,57,A
368055550,2023-01-19T00:00:04,37.84038,-86.64082,4.6,78,74,RONALD HULL III,,WDK4473,31,Power-driven vessel pushing ahead/towing alongside,27,10,3,31,A
366740430,2023-01-19T00:00:00,30.39605,-81.551,8.1,161.5,164,NEW RIVER,IMO9182772,WCX8251,31,Under way using its engine,27,15,1.6,52,A
367186360,2023-01-19T00:00:01,30.22928,-93.25337,0,44.4,146,CAPT TIMMY CALLAIS,,WDD7434,31,Moored (tied to another object to limit free movement),26,9,,31,A
367474960,2023-01-19T00:00:05,47.30743,-122.49853,0.3,120.5,511,BRAVE ARROW,,WDF6504,60,Under way using its engine,19,5,,0,A
367500410,2023-01-19T00:00:06,28.64928,-96.06124,4.4,234.5,511,RICHARD J DEVALL,,WDF8965,31,Undefined,17,6,,31,A
316002974,2023-01-19T00:00:06,49.1198,-123.16803,0,354.1,511,KYNOC,,CY9299,30,Under way using its engine,16,6,2.6,30,A
563096200,2023-01-19T00:00:00,30.00243,-90.82979,0,81.2,352,NORD ABIDJAN,IMO9866641,9V6469,70,Moored (tied to another object to limit free movement),180,30,10.3,70,A
367186410,2023-01-19T00:00:04,29.7059,-95.03638,0,302,191,BRIAN O DANIELS,,WDD7438,31,Power-driven vessel pushing ahead/towing alongside,26,9,,31,A
367052120,2023-01-19T00:00:06,29.31214,-94.80998,0,321.8,9,JAMES L OBERSTAR,,WDC6154,31,Power-driven vessel pushing ahead/towing alongside,25,9,,57,A
366943250,2023-01-19T00:00:01,26.08244,-80.1157,0,291,88,HAWK,IMO9103295,WCS9768,31,Under way using its engine,33,12,,1,A
311049400,2023-01-19T00:00:02,29.93306,-89.98467,0,238,295,AFRICAN BLUE CRANE,IMO9351737,C6YY6,70,Moored (tied to another object to limit free movement),190,32,12.6,70,A
367728680,2023-01-19T00:00:03,29.8448,-91.86425,3.9,89.7,87,MARK SHELL,,WDI7434,31,Power-driven vessel pushing ahead/towing alongside,30,10,,57,A
367327120,2023-01-19T00:00:05,41.30796,-70.10032,12,161,161,GAY HEAD,IMO8123418,WCY2060,60,Under way using its engine,71,15,3.7,60,A
367064160,2023-01-19T00:00:03,41.49079,-71.32676,0,360,511,NORTHEAST PILOT II,,WSC3525,90,Undefined,14,4,,50,A
367384780,2023-01-19T00:00:04,45.58755,-122.7707,0,216.5,136,CAROLYN DOROTHY,IMO9552288,WDE6786,31,Under way using its engine,23,10,,52,A
366963030,2023-01-19T00:00:00,38.52461,-90.2637,4,29.5,28,NEIL N DIEHL,,WDB8701,31,Power-driven vessel pushing ahead/towing alongside,39,12,,52,A
367755860,2023-01-19T00:00:05,29.79744,-92.09671,5.3,248.6,250,STEVE DAINES,,WDJ2170,31,Moored (tied to another object to limit free movement),,,,57,A
368221140,2023-01-19T00:00:04,26.1133,-80.11674,0,360,511,GOLDILOCKS,IMO0000000,WDM5985,37,,22,6,,,B
338250000,2023-01-19T00:00:05,48.52164,-122.61103,0,183,359,ALASKA WARRIOR,IMO7716816,WAY2496,30,Engaged in fishing,59,12,4,30,A
367470740,2023-01-19T00:00:01,47.65074,-122.26463,8.4,56.9,511,GRAND ADVENTURE,,WDF6109,37,,13,4,,,B
367393650,2023-01-19T00:00:01,31.01277,-91.6182,0.1,343,511,ANNA MARIE,,WDE7467,31,Under way using its engine,17,7,,99,A
316042365,2023-01-19T00:00:06,49.3096,-123.08351,0,31.7,33,BURRARD CHINOOK,IMO9834959,CFA3218,60,Under way using its engine,34,12,3.3,60,A
366846150,2023-01-19T00:00:03,30.04917,-90.56953,8.6,93.4,511,MYRNA ANN,,WDA7692,31,Under way using its engine,18,7,,31,A
367709780,2023-01-19T00:00:08,41.62931,-88.063,0,360,511,STACY DIANNE,,WDI5557,31,Engaged in fishing,15,,,31,A
368178190,2023-01-19T00:00:00,41.63674,-70.91827,2.7,144,328,SITKA,IMO7982680,WDL9343,52,Power-driven vessel towing astern,27,9,3.5,52,A
563001900,2023-01-19T00:00:02,39.6516,-75.54923,14.8,41.3,41,STRATEGIC SAVANNAH,IMO9686338,9V5259,70,Under way using its engine,179,30,10.2,79,A
367606910,2023-01-19T00:00:01,38.31354,-85.66619,0.5,21.2,20,KELLE B,,WDH3391,31,Power-driven vessel pushing ahead/towing alongside,21,,,31,A
367430730,2023-01-19T00:00:00,27.8429,-97.0742,0,314.4,511,MR CHESTER,IMO8987577,WDF2686,31,Under way using its engine,23,8,2.6,31,A
338097196,2023-01-19T00:00:00,47.2799,-122.40009,0,360,511,NORTHERN LIGHT,,,37,,10,,,,B
367632910,2023-01-19T00:00:01,38.27206,-85.71855,0,360,511,CAROLINE N,,WDI2870,31,Under way using its engine,12,,,99,A
367638180,2023-01-19T00:00:01,40.71285,-74.01835,4.8,247.5,511,NYPD 4,,WDH6459,90,Under way using its engine,,,,55,A
366939110,2023-01-19T00:00:00,36.98512,-76.15327,2.3,293.7,284,VIRGINIA,,WCW4062,31,Has restricted maneuverability,20,7,,52,A
366984970,2023-01-19T00:00:01,38.90837,-90.21659,0,185.1,145,ROBERTA TABOR,,WDB9912,31,Under way using its engine,40,14,,57,A
367717970,2023-01-19T00:00:06,41.41942,-71.42828,7.7,38.3,511,PERSISTENCE,IMO8516421,WDI6367,30,,35,9,,,B
367358240,2023-01-19T00:00:02,39.85208,-75.24279,0,259,511,WEEKS 551,,WBX3592,90,Undefined,47,18,,33,A
357715000,2023-01-19T00:00:01,28.73376,-89.36396,11.3,327.5,325,ESTEEM SANGO,IMO9900461,3FMJ,80,Under way using its engine,146,24,6,80,A
367057930,2023-01-19T00:00:01,29.60855,-90.97784,4.5,329.2,325,ANITA EVE SHARP,,WDC6563,31,Power-driven vessel pushing ahead/towing alongside,23,9,,57,A
367496470,2023-01-19T00:00:04,41.91762,-70.48858,8.1,352.7,352,REINAUER TWINS,IMO9592965,WDF8591,31,Under way using its engine,35,10,5,57,A
368152580,2023-01-19T00:00:05,24.9102,-80.46206,5.6,66,511,LA BELLA VITA,IMO0000000,WDL6629,36,,11,5,,,B
367381320,2023-01-19T00:00:04,30.48517,-91.19436,0,51,1,GALVESTON,,WDE6523,31,Power-driven vessel pushing ahead/towing alongside,23,10,,57,A
367622960,2023-01-19T00:00:02,29.46168,-94.66103,6.2,67.9,63,FONSE CENAC,,WDH4948,31,Power-driven vessel pushing ahead/towing alongside,21,,,57,A
338238441,2023-01-19T00:00:05,47.62936,-122.38833,0,347.1,511,CADENCE,IMO0000000,,37,,10,4,,,B
367762920,2023-01-19T00:00:03,30.05092,-90.59238,0,360,511,GEORGIA,,WDJ2914,33,Under way using its engine,,,,33,A
367015890,2023-01-19T00:00:06,39.8522,-75.24227,0,360,511,DOROTHY J,,WDC3893,31,Under way using its engine,19,7,,31,A
367642060,2023-01-19T00:00:04,25.74552,-80.17342,0,135.8,511,VIDA,,WDH6832,40,,,,,,B
367505650,2023-01-19T00:00:07,39.039,-90.5795,5,139,145,BERNARD G,,WDF9486,31,Power-driven vessel pushing ahead/towing alongside,39,12,,57,A
367505740,2023-01-19T00:00:03,29.57654,-90.38138,0,300.8,511,GIS-LYAM,IMO8977118,WDF9496,60,Undefined,44,8,2.4,0,A
368085790,2023-01-19T00:00:02,29.75827,-95.0979,0.1,115.8,120,BELL,IMO1186064,WDK7580,57,Power-driven vessel pushing ahead/towing alongside,115,34,2.5,57,A
367586250,2023-01-19T00:00:05,38.80775,-76.42105,5.7,190.8,511,FINN FALGOUT,IMO7390765,WDG9283,31,Moored (tied to another object to limit free movement),45,12,6.2,0,A
367504970,2023-01-19T00:00:05,29.73382,-95.13793,0,170.4,511,KAREN PAPE,,WDF9420,31,Power-driven vessel pushing ahead/towing alongside,26,9,,57,A
367409990,2023-01-19T00:00:03,29.95168,-90.05604,0,318.2,511,SHINEY V MORAN,IMO8649888,WDE8818,31,Under way using its engine,26,11,3.5,31,A
367571770,2023-01-19T00:00:03,26.85854,-97.46506,6.1,7.1,5,COLT CLARY,,WDG7880,31,Under way using its engine,23,,,57,A
367421990,2023-01-19T00:00:08,34.1604,-119.22291,0,175.7,511,H R MORRIS,IMO8993796,WCZ5434,90,Has restricted maneuverability,67,16,,33,A
367477690,2023-01-19T00:00:07,36.84097,-76.27202,0,272.8,511,FORT MACON,IMO5238779,WDF6773,31,Under way using its engine,26,7,3.1,52,A
367532840,2023-01-19T00:00:04,35.68263,-89.94144,8.5,174.7,179,FRANK JOHNSON,IMO8836613,WDG4088,31,Under way using its engine,54,15,,57,A
367392020,2023-01-19T00:00:01,29.1144,-90.50169,0,360,511,LIL WEASEL,,WDE7336,31,Under way using its engine,11,5,,32,A
538009299,2023-01-19T00:00:00,29.79706,-90.01136,0,119.9,21,NORDIC OLYMPIC,IMO9727118,V7A4561,70,Moored (tied to another object to limit free movement),225,32,14.2,70,A
367532880,2023-01-19T00:00:00,38.54033,-90.25002,0,360,511,EVA WALKER,IMO8842313,WDG4092,31,Under way using its engine,23,6,,52,A
367702410,2023-01-19T00:00:08,29.73501,-95.20501,0,273.3,206,SAFETY FIRST,,WDI4825,31,Under way using its engine,21,8,,57,A
368006670,2023-01-19T00:00:05,29.83329,-93.96464,3.6,126.3,127,BENSON GEORGE MORAN,IMO9824318,WDJ7434,52,Under way using its engine,,,,52,A
369293000,2023-01-19T00:00:04,28.85988,-90.11127,0.5,256.5,161,SOUTHERN TIDE,IMO9779214,WSOZ,90,Under way using its engine,94,,,70,A
367014440,2023-01-19T00:00:05,30.20015,-91.11621,0,285.6,231,WALLACE MCGEORGE,IMO8757427,WDC3803,90,Undefined,88,17,,33,A
367432180,2023-01-19T00:00:00,31.19579,-91.5876,4.2,11.3,340,DENNIS J PASENTINE,,WDF2813,31,Under way using its engine,40,12,,31,A
352001149,2023-01-19T00:00:02,29.45798,-89.64734,12.7,94.3,95,NAVIOS ASTERIKS,IMO9304253,3E3421,70,Under way using its engine,225,32,7.3,70,A
367599740,2023-01-19T00:00:04,31.26391,-91.61135,8.3,284,511,PAIGE L STRAIT,,WDH2646,31,Under way using its engine,46,12,,31,A
368144320,2023-01-19T00:00:03,30.10282,-93.30449,0,15.9,26,MIKE MITCHELL,,WDL5774,31,Power-driven vessel pushing ahead/towing alongside,24,9,3.1,31,A
367513040,2023-01-19T00:00:00,42.38,-71.04253,0,350.9,87,LIBERTY,IMO9296121,WDG2187,31,Undefined,28,9,3.3,52,A
366995290,2023-01-19T00:00:04,29.7811,-95.07492,0,258.1,36,CAPT RONNIE PAYNE,,WDC2586,31,Power-driven vessel pushing ahead/towing alongside,22,9,,57,A
367750680,2023-01-19T00:00:03,29.23532,-93.57798,7.2,100.3,511,DAWN TREADER,,WDI9638,37,,,,,,B
303849000,2023-01-19T00:00:08,32.58555,-118.54165,13.1,268.2,270,HENRY J KAISER,IMO8302416,NHJK,80,Has restricted maneuverability,193,30,,35,A
367006980,2023-01-19T00:00:01,37.79885,-122.39452,0,184.7,511,SAN FRANCISCO BELLE,,WDA2499,60,Under way using its engine,66,18,,60,A
367300080,2023-01-19T00:00:04,29.603,-89.86663,0,294.2,511,BIG RAY II,,WDD8587,60,Undefined,17,5,,30,A
368508000,2023-01-19T00:00:02,29.05701,-90.2302,8.4,180.8,178,GENIE LAB,IMO9564310,WPAG,90,Under way using its engine,79,18,4.9,70,A
367477280,2023-01-19T00:00:00,29.78106,-92.18806,0,293.2,511,HERO,IMO8964147,WDH2114,60,Under way using its engine,47,9,2.3,60,A
316009418,2023-01-19T00:00:02,48.90226,-123.25074,7.5,311,314,HMCS ORCA,,CGAB,90,Under way using its engine,,,,0,A
367451110,2023-01-19T00:00:08,29.6354,-94.29977,0,184.9,69,MISS ROLANETTE,,WDF4373,31,Power-driven vessel pushing ahead/towing alongside,23,10,,57,A
319105100,2023-01-19T00:00:01,27.92665,-82.44281,2.9,69.9,511,ULYSSES,IMO9770270,ZGGB8,37,Undefined,116,18,5.1,37,A
219130000,2023-01-19T00:00:00,44.27086,-125.26566,17.4,181.4,182,RHONE MAERSK,IMO9457000,OXGX2,71,Under way using its engine,249,37,11.2,71,A
636015771,2023-01-19T00:00:03,42.90751,-124.96224,16.1,353,355,CARNATION ACE,IMO9544920,D5CS7,70,Under way using its engine,199,32,9.7,70,A
367080250,2023-01-19T00:00:03,21.30974,-157.87036,0.1,214.2,511,MARY CATHERINE,IMO7209435,WTW9261,31,Under way using its engine,31,9,4.8,32,A
367754450,2023-01-19T00:00:03,41.93185,-73.96124,4.3,0,511,MISTER JIM,IMO8957376,WDJ2018,31,Under way using its engine,21,7,,52,A
367376810,2023-01-19T00:00:03,29.89848,-89.90334,0,360,511,ROOSTER I,,WCC4477,60,Under way using its engine,13,4,,50,A
219598000,2023-01-19T00:00:04,40.55336,-70.46866,11.5,263.1,263,NORD SUPERIOR,IMO9692129,OWPA2,80,Under way using its engine,183,32,13.3,89,A
367402550,2023-01-19T00:00:03,37.9091,-86.6856,3.9,66.4,511,YVONNE CONWAY,,WDE8187,31,Power-driven vessel pushing ahead/towing alongside,34,10,,31,A
316005998,2023-01-19T00:00:04,49.29142,-123.05835,0,135.7,57,OSPREY NO 1,IMO9158173,CFG7757,30,Engaged in fishing,57,13,5.7,30,A
338234348,2023-01-19T00:00:03,30.15444,-85.6378,0.1,273.6,511,RICHTER,IMO0000000,,36,,14,7,,,B
368099990,2023-01-19T00:00:02,30.42131,-91.19617,0.1,360,511,JOHN OLIVER,,WDK9057,31,Under way using its engine,17,7,3.5,31,A
366980410,2023-01-19T00:00:05,37.19781,-76.78353,10.3,182,511,SURRY,,WQZ5587,60,Under way using its engine,57,19,,60,A
368213040,2023-01-19T00:00:04,29.66182,-91.43563,6,288.7,295,CITATION,IMO1217082,WDM5147,52,Power-driven vessel pushing ahead/towing alongside,24,10,3,57,A
367702450,2023-01-19T00:00:03,37.04225,-89.17598,1,12.5,10,SAFETY GUIDE,,WDI4829,31,Under way using its engine,21,8,,31,A
368132180,2023-01-19T00:00:04,29.84961,-91.83479,3.7,27.9,511,FULL STEAM,,WDL4515,31,Under way using its engine,14,5,0,31,A
368134020,2023-01-19T00:00:04,33.98516,-91.06558,6,91.3,88,KING,,WDL4705,52,Power-driven vessel pushing ahead/towing alongside,36,11,2.8,57,A
338371000,2023-01-19T00:00:03,48.53857,-125.38232,14.7,286.5,282,POLAR ENDEAVOUR,IMO9193551,WCAJ,80,Under way using its engine,272,46,17.5,89,A
368219820,2023-01-19T00:00:05,47.67704,-122.41287,4.2,119.3,511,HIKARI,IMO0000000,WDM5849,36,,15,4,,,B
338073000,2023-01-19T00:00:05,40.64141,-74.12956,0,329.6,282,JRT MORAN,IMO9794707,WDI3936,31,Under way using its engine,27,,,52,A
367600830,2023-01-19T00:00:03,32.72316,-117.22685,0,360,511,LEGEND,,WDH2751,60,Under way sailing,21,6,,60,A
367583470,2023-01-19T00:00:07,41.41598,-88.20903,0,142.3,70,EMILY DAVIS,,WDG9019,31,Power-driven vessel pushing ahead/towing alongside,32,,,57,A
367405820,2023-01-19T00:00:07,29.74479,-93.86909,0,297.1,130,C-TRACTOR 20,IMO9529748,WDE8465,31,Undefined,33,12,5.7,52,A
367713860,2023-01-19T00:00:02,40.02267,-80.73451,0,360,511,ROBERT E MURRAY,,WDI5968,31,Undefined,15,6,,99,A
366999743,2023-01-19T00:00:04,41.07332,-71.93489,0,107.7,511,CG47233,,,90,Under way using its engine,14,,,51,A
367638150,2023-01-19T00:00:00,38.59571,-90.19308,0.1,304,21,THERESA L WOOD,,WDH6456,31,Power-driven vessel pushing ahead/towing alongside,39,12,,57,A
338392185,2023-01-19T00:00:00,30.34785,-81.44602,0,177,511,PASSAGE,IMO0000000,,37,,16,5,,,B
339227000,2023-01-19T00:00:00,26.08723,-80.18323,0,360,511,ECHO TOO,IMO0000000,6YVH6,37,,23,6,,,B
368072040,2023-01-19T00:00:02,29.94366,-90.01412,0,295.5,215,M/ V COTTLE,,WDK6182,57,Power-driven vessel pushing ahead/towing alongside,119,34,3.1,57,A
368097160,2023-01-19T00:00:02,29.99943,-89.97387,0,246.1,152,HALLIE M MERRICK,,WDK8764,57,Power-driven vessel pushing ahead/towing alongside,146,22,2.6,57,A
538004071,2023-01-19T00:00:01,29.83415,-93.96543,3.7,130.2,126,MEGACORE PHILOMENA,IMO9456915,V7VA4,80,Under way using its engine,228,32,14.5,80,A
367412610,2023-01-19T00:00:03,30.90722,-91.53415,6.7,128.2,511,OLIVER C SHEARER,,WDF6743,31,Under way using its engine,41,12,,52,A
367188380,2023-01-19T00:00:05,29.64509,-91.10617,0,118.1,511,OHIO,,WDD7583,33,Has restricted maneuverability,80,22,3.1,33,A
367023390,2023-01-19T00:00:04,30.04874,-90.51941,16.5,250.5,511,LITTLE RAY,,WYQ9282,60,Undefined,13,4,,30,A
316013209,2023-01-19T00:00:00,45.42956,-83.49232,13.2,296.2,298,ALGONOVA,IMO9378589,CFN5191,80,Under way using its engine,129,19,7.6,82,A
368064650,2023-01-19T00:00:04,33.97596,-118.44209,0,360,511,KIN SHIP,,WDK5421,37,Undefined,26,6,0,37,A
319041200,2023-01-19T00:00:02,26.1118,-80.10809,0,208.5,98,BLACK SHEEP,,ZGBS9,37,Under way sailing,37,,,37,A
366780000,2023-01-19T00:00:00,43.94708,-86.44982,0,220.4,511,UNDAUNTED,IMO995467000,WDB8103,31,Moored (tied to another object to limit free movement),141,18,6,31,A
366896390,2023-01-19T00:00:03,36.97028,-76.0987,0,271.6,511,G L 55,,WDB4250,90,Has restricted maneuverability,48,18,,33,A
367162230,2023-01-19T00:00:03,36.92971,-89.11367,0,360,511,DEAN COCHRAN,,WDD5695,31,Undefined,16,6,,31,A
366962960,2023-01-19T00:00:05,38.54033,-90.24991,0,99,34,LEE SYNNOTT,,WDB8695,31,Power-driven vessel pushing ahead/towing alongside,48,12,,52,A
366961440,2023-01-19T00:00:03,30.05309,-90.66285,0,307.8,246,MIKE SCHMAENG,,WDB8605,31,Under way using its engine,24,9,,57,A
367627450,2023-01-19T00:00:02,25.77348,-80.17629,102.3,360,300,GEORGE T MORAN,IMO9764116,WDH5386,31,Under way using its engine,28,11,3.3,52,A
368221920,2023-01-19T00:00:04,29.35281,-90.73442,8,5.2,511,C.C. CENAC,,WDM6070,52,Undefined,18,8,0,52,A
367002110,2023-01-19T00:00:02,29.74731,-95.17671,0,289,511,MISS MADELINE,,WDC3058,31,Under way using its engine,19,7,,57,A
366936950,2023-01-19T00:00:03,32.38715,-90.88527,0,355.3,123,LINDA TAYLOR,,WDB7132,31,Power-driven vessel pushing ahead/towing alongside,31,9,,52,A
369225000,2023-01-19T00:00:05,33.69974,-119.0566,11.8,278.4,277,PALMETTO STATE,IMO9747584,KPSJ,80,Under way using its engine,186,,,80,A
367492660,2023-01-19T00:00:05,28.24626,-80.44786,7.9,294.4,511,MATTIE FAY,IMO8939984,WDF8223,30,,23,7,,,B
367304000,2023-01-19T00:00:09,28.97613,-88.62528,0.3,293.9,353,ODYSSEA SQUIRE,IMO9302267,WDH2359,90,Under way using its engine,80,16,5.8,70,A
367428330,2023-01-19T00:00:06,40.64105,-74.12905,0,170.7,171,LAURIE ANN REINAUER,IMO9575876,WDF2460,31,Under way using its engine,37,11,,57,A
367176730,2023-01-19T00:00:01,36.79798,-76.29103,0,183.5,25,WEEKS 506,,WYZ8185,90,Undefined,48,18,,33,A
366902360,2023-01-19T00:00:06,40.70318,-74.0067,0,92.7,511,CONG ROBERT A ROE,,WDH3491,60,Under way using its engine,23,8,,60,A
367430780,2023-01-19T00:00:02,36.96991,-76.09871,0.3,360,511,MISS GLORIA,IMO8983088,WDF2691,31,Under way using its engine,27,9,3,31,A
338150482,2023-01-19T00:00:05,30.39309,-86.51039,0.1,136,511,STRIKE ZONE TOO,,,37,,16,,,,B
338205428,2023-01-19T00:00:03,45.70287,-122.86657,4.6,184.4,188,CLAIRE B,,WDH3524,52,Under way using its engine,25,8,0,52,A
367715000,2023-01-19T00:00:04,33.34429,-118.32222,0,360,511,MELISSA ANN,,WDC5079,60,Under way using its engine,22,8,,60,A
636019624,2023-01-19T00:00:08,49.33287,-123.2315,0.1,293,228,MANDARIN NOBLE,IMO9533323,D5VJ3,70,Anchored,190,32,8.9,70,A
367015310,2023-01-19T00:00:08,30.70011,-88.03565,0,318.3,511,MISS MARION,,WDI5380,31,Undefined,15,6,,0,A
368060190,2023-01-19T00:00:04,37.75044,-122.32806,17.5,350,511,P/V_GOLDEN_GATE,,WDK4954,50,Undefined,21,6,0,50,A
367194150,2023-01-19T00:00:00,27.3341,-82.54753,0,114.6,511,TRITON,,WDD8016,37,Under way using its engine,25,6,,37,A
366878830,2023-01-19T00:00:06,28.67692,-95.98633,0,74.5,511,OCEAN QUEST,IMO8968741,WDB2700,90,Under way using its engine,45,10,2.4,34,A
366999701,2023-01-19T00:00:00,29.38992,-89.30691,17.9,171.3,171,CG MORAY,,NJPZ,90,Under way using its engine,26,5,,55,A
367047170,2023-01-19T00:00:01,45.65181,-122.76506,6.9,32,35,MAVERICK,,WDC5837,31,Under way using its engine,22,8,,52,A
367177370,2023-01-19T00:00:05,42.72178,-73.69824,0,281.7,20,SARAH D,IMO7400510,WDI9093,31,Under way using its engine,28,9,4.1,31,A
367759080,2023-01-19T00:00:03,29.73934,-95.12734,0,147,4,AMERICAN POWER,,WDJ2513,31,Under way using its engine,,,,52,A
368051270,2023-01-19T00:00:06,35.09361,-92.72715,3.7,0.9,9,JOHN T JANOUSH,,WDK4044,31,Undefined,34,11,0,31,A
368052660,2023-01-19T00:00:07,39.92236,-91.4151,0,360,511,SIR CARMA SUE,,WDK4182,31,Under way using its engine,25,8,1.6,31,A
316001481,2023-01-19T00:00:05,48.4236,-123.38547,0,211.2,219,CCGS CAPE CALVERT,,CFG7255,0,Moored (tied to another object to limit free movement),13,4,2.2,0,A
368267880,2023-01-19T00:00:07,29.54004,-90.70243,0,0,511,ESPERANZA ANDRADE,,WDN3051,60,Undefined,0,0,0,60,A
366873510,2023-01-19T00:00:05,21.08112,-157.02908,0.1,83.1,511,AMERICAN CHALLENGER,IMO7420479,WDG6869,31,Under way using its engine,33,9,4.1,52,A
367134010,2023-01-19T00:00:01,40.74217,-73.97149,8.7,6.9,511,ED ROGOWSKY,,WDI9829,60,Under way using its engine,20,8,,60,A
366892000,2023-01-19T00:00:01,33.77079,-118.21221,0,230,67,JAMIE ANN,,WDL5109,52,Under way using its engine,31,12,5.7,52,A
235076272,2023-01-19T00:00:07,29.83672,-93.95358,4.9,187,185,PARAMOUNT HANOVER,IMO9398723,2CWA7,80,Under way using its engine,249,44,14.8,80,A
369970592,2023-01-19T00:00:05,34.17061,-77.95028,0,259,511,SWART,,AEFN,35,,,,,,B
366972410,2023-01-19T00:00:06,29.77235,-95.10198,0,298.5,511,D W GILLIS,,WCP9623,31,Under way using its engine,12,5,,57,A
367763730,2023-01-19T00:00:00,29.3759,-94.88594,0,360,511,SIDNEY B,,WDJ2991,52,Not under command,,,,52,A
